YEAR,STANDARD,BOYSPASS,GIRLSPASS
2000,PRIM,99.0564198728156,99.78613718753111
2000,SECOND,97.627475186502,96.12710794865264
2000,TECH,98.4520797925741,96.06241198090764
2001,PRIM,98.68551185390295,100.145337797349
2001,SECOND,99.62417766967089,96.53637143603584
2001,TECH,79.32468230849997,96.54862912270585
2002,PRIM,98.04772545726377,100.25411944768956
2002,SECOND,94.05632952280705,93.22655469262475
2002,TECH,90.21931614878687,88.74101699965885
2003,PRIM,98.6210490680101,100.09757134324889
2003,SECOND,93.63497066522255,98.71293123017051
2003,TECH,95.22696797786548,80.35288506440303
2004,PRIM,99.66378265749935,100.15158691743974
2004,SECOND,95.64558303307615,93.6247966439127
2004,TECH,90.60853862103978,79.93392266118448
2005,PRIM,98.34996732352954,99.50955825441555
2005,SECOND,95.03214230641704,98.33824958382213
2005,TECH,97.1489126765224,98.00093107963616
2006,PRIM,99.02705880733392,99.85509438983236
2006,SECOND,99.67816604263706,95.16416058502038
2006,TECH,77.64695586726485,84.18078580285346
2007,PRIM,99.23272283454475,100.12497947583797
2007,SECOND,93.33097203035229,99.40417626087023
2007,TECH,81.17510085760429,84.33931366214205
2008,PRIM,99.1835075371639,99.44502812798915
2008,SECOND,93.61566100041652,92.7105664912365
2008,TECH,96.07542389250253,81.97549908303439
2009,PRIM,99.65054453459527,99.13438958845784
2009,SECOND,96.3010187191586,93.30204281107139
2009,TECH,85.71527589233725,88.3150972324843
2010,PRIM,99.56647697742967,100.15280517193628
2010,SECOND,96.04724142138207,93.0352099493933
2010,TECH,90.55184116004457,76.57868196548839
2011,PRIM,98.22115435588546,100.26732848226476
2011,SECOND,97.55598567418558,94.48206704328746
2011,TECH,78.3650017969623,98.02605536202306
2012,PRIM,99.89138344161145,99.81282900678279
2012,SECOND,99.23124584951763,94.7938456335946
2012,TECH,95.44712585515391,84.96744899127397
2013,PRIM,99.23859043012949,100.12285267479758
2013,SECOND,95.28304876687089,94.17497599273105
2013,TECH,91.16218107871049,76.51581561509163
2014,PRIM,99.18963171821264,99.95644432470863
2014,SECOND,99.27829718658187,99.69062093555601
2014,TECH,88.30597422909179,97.37336622039777
2015,PRIM,98.45597035526029,99.8741846853411
2015,SECOND,98.93845118779717,99.98108587360743
2015,TECH,86.11240786715899,87.35713635852724
2016,PRIM,98.19706141825307,100.31960749411834
2016,SECOND,98.42015723817104,98.20355009908742
2016,TECH,86.48516327625602,89.61386294401152
2017,PRIM,98.9410182797763,99.62466426179616
2017,SECOND,94.050430736353,98.43175982631385
2017,TECH,78.79941270511354,87.6936635409953
2018,PRIM,98.4670500226361,100.1302876437528
2018,SECOND,93.35432574714629,94.1793291605423
2018,TECH,96.18430162581664,96.45334834709259
2019,PRIM,99.08318832691727,99.85606172937567
2019,SECOND,93.37973921595699,96.29620602291922
2019,TECH,89.2284303653807,87.81453745031709
2020,PRIM,99.85640868359917,99.07941305845613
2020,SECOND,93.1387380439438,94.29786566907494
2020,TECH,90.18757652669116,82.52704937741316
2021,PRIM,99.69467175748586,99.93106254804472
2021,SECOND,99.37876014655193,91.19341381637557
2021,TECH,83.98414892546721,77.9378399490455
2022,PRIM,98.33626075220182,99.42863901172554
2022,SECOND,95.8206161045904,93.85023942333927
2022,TECH,84.75988981580508,89.28122056149122


year,State,STANDARD,BOYS,GIRLS
2000,Andhra Pradesh,PRIM,98.66447733990336,100.3928509959372
2000,Andhra Pradesh,SECOND,97.83526879276562,96.71864928440314
2000,Andhra Pradesh,TECH,87.44375107880161,93.28146160229687
2000,Arunachal Pradesh,PRIM,98.13842006926414,100.0786607846286
2000,Arunachal Pradesh,SECOND,93.59577469539828,92.50072029956934
2000,Arunachal Pradesh,TECH,78.69577814830457,94.79098097643228
2000,Assam,PRIM,99.0054011499233,100.40298812651032
2000,Assam,SECOND,96.66779428494306,91.27008237683158
2000,Assam,TECH,81.57218823524931,83.02082704242518
2000,Bihar,PRIM,98.33036473651258,100.2504547134156
2000,Bihar,SECOND,99.46655931571921,99.33476583405258
2000,Bihar,TECH,85.40655238817313,75.94173786424444
2000,Chhattisgarh,PRIM,98.62764255220331,99.44844021385114
2000,Chhattisgarh,SECOND,93.75812902337032,96.63447440882247
2000,Chhattisgarh,TECH,81.89090238143348,83.97169372488766
2000,Goa,PRIM,98.31371128251706,99.95903622951627
2000,Goa,SECOND,98.90313019170806,96.26742089039685
2000,Goa,TECH,86.58380772903031,94.6208815546749
2000,Gujarat,PRIM,99.97590091655806,99.84539055548403
2000,Gujarat,SECOND,98.38057603431727,91.84431460388213
2000,Gujarat,TECH,81.27599103472946,85.0557907762315
2000,Haryana,PRIM,99.31603781285544,99.00393447685859
2000,Haryana,SECOND,94.27268807417838,91.45918117689345
2000,Haryana,TECH,79.45304333919128,82.62983575110826
2000,Himachal Pradesh,PRIM,99.78855610322088,99.84154495403594
2000,Himachal Pradesh,SECOND,96.42663929410635,93.26677618178456
2000,Himachal Pradesh,TECH,81.35915629846261,78.74293795424558
2000,Jammu and Kashmir,PRIM,98.87087401323532,99.33390573744634
2000,Jammu and Kashmir,SECOND,95.61917589658552,94.85784224802812
2000,Jammu and Kashmir,TECH,94.18921372584597,96.66923992883122
2000,Jharkhand,PRIM,98.31258084502392,99.24031733790434
2000,Jharkhand,SECOND,98.33028438539155,94.25124176123558
2000,Jharkhand,TECH,85.37248543758825,94.9025294660113
2000,Karnataka,PRIM,98.06145768749967,100.11611881441306
2000,Karnataka,SECOND,93.08716176031707,92.66933677804568
2000,Karnataka,TECH,94.53031592556916,75.93131755829158
2000,Kerala,PRIM,98.1334674886455,100.0208933783878
2000,Kerala,SECOND,97.00313472260109,98.57405430363787
2000,Kerala,TECH,81.96896292434036,89.40408130741991
2000,Madhya Pradesh,PRIM,98.57531584868337,99.44262473437075
2000,Madhya Pradesh,SECOND,98.33836553051655,91.93968345136624
2000,Madhya Pradesh,TECH,88.24362332267471,95.94229240409325
2000,Maharashtra,PRIM,98.9743165504952,100.2261929164424
2000,Maharashtra,SECOND,93.9153153213929,93.16902409235381
2000,Maharashtra,TECH,82.42883992284729,87.38319044683024
2000,Manipur,PRIM,99.58345919805248,99.93296580393626
2000,Manipur,SECOND,93.97043730749834,96.87237521394927
2000,Manipur,TECH,85.65334416303124,88.61828975960744
2000,Meghalaya,PRIM,98.8999877888722,99.1310203384033
2000,Meghalaya,SECOND,99.93940526806252,94.29219745282141
2000,Meghalaya,TECH,94.82005231207758,98.12998096408819
2000,Mizoram,PRIM,99.56237362463283,100.43537594909644
2000,Mizoram,SECOND,94.68119818547616,96.41441242604888
2000,Mizoram,TECH,78.12818310478576,97.60378699823833
