year,state,standard,boys,girls
2000,Andhra Pradesh,prim,124.0215045675459,106.1864552954433
2000,Andhra Pradesh,second,132.75097229235047,132.65881547442353
2000,Andhra Pradesh,tech,101.38131515499491,124.10201757614824
2000,Arunachal Pradesh,prim,145.976033105792,88.44408173951345
2000,Arunachal Pradesh,second,118.07305920395598,117.8453125951174
2000,Arunachal Pradesh,tech,106.37829216752652,130.6970891786059
2000,Assam,prim,140.2369438797308,97.96093896371534
2000,Assam,second,114.63714141046799,98.06937217582349
2000,Assam,tech,134.29507913317752,147.19854443036454
2000,Bihar,prim,124.29213117088082,132.01474050291037
2000,Bihar,second,122.68933382025011,86.84469986605124
2000,Bihar,tech,93.27221334544464,112.13929259281525
2000,Chhattisgarh,prim,112.76392034038435,106.72771636315002
2000,Chhattisgarh,second,111.3132506575534,134.996669956872
2000,Chhattisgarh,tech,107.74625777576719,107.04678220070858
2000,Goa,prim,102.53212570950743,132.83481292297313
2000,Goa,second,111.09885992589618,118.77744706051101
2000,Goa,tech,119.74413892301257,98.60963314136448
2000,Gujarat,prim,122.03239999168504,87.63422156681408
2000,Gujarat,second,145.66146941741255,117.8044862875843
2000,Gujarat,tech,87.47088264772754,139.57129690598862
2000,Haryana,prim,87.60479628133052,116.57215058174165
2000,Haryana,second,88.60810674319795,95.1386923911757
2000,Haryana,tech,104.641755704383,136.69702540324573
2000,Himachal Pradesh,prim,107.11582671107405,86.10487254768756
2000,Himachal Pradesh,second,95.0513553439801,134.6517968542714
2000,Himachal Pradesh,tech,145.26268620260942,119.1470328673008
2000,Jammu and Kashmir,prim,106.77059825376323,99.38320831785533
2000,Jammu and Kashmir,second,120.3875738902573,93.0785407212181
2000,Jammu and Kashmir,tech,138.62009974230693,107.78938288823939
2000,Jharkhand,prim,93.3741924896595,95.3102114988317
2000,Jharkhand,second,116.60444336809321,145.39462337946264
2000,Jharkhand,tech,112.6557844450858,126.47746421744947
2000,Karnataka,prim,145.20289391263378,100.88673112993952
2000,Karnataka,second,103.91479560669558,91.1898099396528
2000,Karnataka,tech,99.30178726802971,98.09884086503918
2000,Kerala,prim,119.62187634892743,143.89982685478645
2000,Kerala,second,98.50081372690586,103.39960518307548
2000,Kerala,tech,97.08895037316951,116.47439079041823
2000,Madhya Pradesh,prim,124.27223629227169,145.5199856130019
2000,Madhya Pradesh,second,103.20329627665545,135.3968610926171
2000,Madhya Pradesh,tech,117.04486020741454,119.00921862524856
2000,Maharashtra,prim,98.07827247965862,102.4349313654125
2000,Maharashtra,second,147.58727221856435,130.8971063943073
2000,Maharashtra,tech,99.69452358843446,88.53985297554553
2000,Manipur,prim,103.07812791085442,133.7376922670042
2000,Manipur,second,93.69873864329747,106.53652533980662
2000,Manipur,tech,101.53332037065016,141.47406711192338
2000,Meghalaya,prim,87.6009125522632,145.22400523019013
2000,Meghalaya,second,136.80625363556393,110.09669492533257
2000,Meghalaya,tech,85.1099658372899,145.7559820462464
2000,Mizoram,prim,95.66505452456377,99.35772620583926
2000,Mizoram,second,149.3120037172601,115.59190482982046
2000,Mizoram,tech,100.80202695731224,94.81992949275151
2000,Nagaland,prim,100.43731602412157,127.67894324791116
2000,Nagaland,second,92.29672475972646,116.53048737540138
2000,Nagaland,tech,107.9751481819452,135.2966586490891
2000,Odisha,prim,107.65862666040833,137.24688512063307
2000,Odisha,second,106.48899377777727,103.59701760314788
2000,Odisha,tech,143.42319660556,139.8712992906402
2000,Punjab,prim,114.49757321626099,119.18141511508685
2000,Punjab,second,86.1887821397106,122.86017822111239
2000,Punjab,tech,94.23366816798993,148.95515350019792
2000,Rajasthan,prim,131.44363792204797,86.0295618322345
2000,Rajasthan,second,111.46307170822489,133.78676028499925
2000,Rajasthan,tech,147.58151337686942,133.4685250646159
2000,Sikkim,prim,105.8246844532087,108.00701364887254
2000,Sikkim,second,121.50183120844088,139.09586579803164
2000,Sikkim,tech,117.43428992937407,126.32897848906597
2000,Tamil Nadu,prim,139.13439793744868,128.60205924486945
2000,Tamil Nadu,second,118.63663650161755,86.2742349443924
2000,Tamil Nadu,tech,84.22628891651594,105.23180601701634
2000,Telangana,prim,146.15577006566895,127.01543006444751
2000,Telangana,second,96.3020387260027,100.14509750815614
2000,Telangana,tech,132.85154207226384,122.02039818940986
2000,Tripura,prim,127.97112765522016,136.97899231924043
2000,Tripura,second,119.31916599016324,136.2264431810022
2000,Tripura,tech,103.57228089863467,115.45968128629569
2000,Uttarakhand,prim,136.2008748151959,134.78336763081728
2000,Uttarakhand,second,122.00948607752397,89.73194764303894
2000,Uttarakhand,tech,132.605456354944,98.93803707900243
2000,Uttar Pradesh,prim,92.6751596245559,91.40569613030246
2000,Uttar Pradesh,second,128.6845208050741,146.0547980242705
2000,Uttar Pradesh,tech,124.74346869475183,110.97151347682488
2000,West Bengal,prim,143.8145029080112,114.04267273843692
2000,West Bengal,second,104.91062456813661,109.57053522575163
2000,West Bengal,tech,132.03810656706804,124.30808425321732
2000,Andaman and Nicobar Islands,prim,141.6983345205196,98.33490991860032
2000,Andaman and Nicobar Islands,second,136.21289866619952,116.13535473873873
2000,Andaman and Nicobar Islands,tech,132.62557475869525,93.24962171152326
2000,Chandigarh,prim,85.87411154079993,120.51537696080834
2000,Chandigarh,second,104.34894513083421,101.01439533483638
2000,Chandigarh,tech,109.98857039774245,145.6803889656055
2000,Dadra and Nagar Haveli,prim,121.28772268439006,99.23200792512817
2000,Dadra and Nagar Haveli,second,116.62795708015234,88.42965689465971
2000,Dadra and Nagar Haveli,tech,94.08335028402283,110.13181435428208
2000,Daman and Diu,prim,133.06990661242992,139.46465214247098
2000,Daman and Diu,second,97.35749825418682,105.68280207854133
2000,Daman and Diu,tech,105.54403012593583,88.13167866631724
2000,Delhi,prim,119.0182718322983,102.45876528679501
2000,Delhi,second,137.09871982358555,144.61029728195376
2000,Delhi,tech,121.51643052146049,128.91598609319664
2000,Lakshadweep,prim,92.1678168737466,89.16793512816564
2000,Lakshadweep,second,110.50942711736761,120.08988564750052
2000,Lakshadweep,tech,135.77752265502352,149.9303712954956
2000,Puducherry,prim,130.52366916662228,125.05603968869866
2000,Puducherry,second,85.61284602871481,110.81690542481387
2000,Puducherry,tech,101.95696937513902,104.71125582291435
2001,Andhra Pradesh,prim,84.33437390840677,140.5124273943162
2001,Andhra Pradesh,second,114.28646364486457,130.75661399382304
2001,Andhra Pradesh,tech,139.24650139840696,117.1070929304981
2001,Arunachal Pradesh,prim,149.9967324523866,146.1750449000169
2001,Arunachal Pradesh,second,123.04346174908682,126.83568823858351
2001,Arunachal Pradesh,tech,114.33625450383747,133.28894285598676
2001,Assam,prim,119.62604476773683,133.87272000405363
2001,Assam,second,103.35313362512072,97.92792710407315
2001,Assam,tech,110.29038319978059,89.902027219386
2001,Bihar,prim,88.7896973991388,85.59095031699357
2001,Bihar,second,91.02846740146057,115.2996401496722
2001,Bihar,tech,144.02837140002782,111.15040749780727
2001,Chhattisgarh,prim,100.10488937855426,85.42435260708123
2001,Chhattisgarh,second,112.54965882741234,128.00836432347305
2001,Chhattisgarh,tech,117.42456392246415,148.74091321786977
2001,Goa,prim,105.13507294620534,97.67604380642464
2001,Goa,second,146.52889545285544,124.90323241760115
2001,Goa,tech,108.01458180118489,98.86777565605827
2001,Gujarat,prim,112.74603534517583,129.09463384052268
2001,Gujarat,second,128.26286416065275,94.43763621906102
2001,Gujarat,tech,130.61916015930808,115.55240017150564
2001,Haryana,prim,104.24350269070761,85.58102329205768
2001,Haryana,second,144.02730317530825,89.35090249320871
2001,Haryana,tech,103.0691797487597,97.01386552468952
2001,Himachal Pradesh,prim,97.26105478576596,90.86249911777986
2001,Himachal Pradesh,second,91.1304852168327,84.7427779304555
2001,Himachal Pradesh,tech,102.74032727184468,145.6105148312471
2001,Jammu and Kashmir,prim,148.9718377246507,112.38240623435092
2001,Jammu and Kashmir,second,141.03163636447175,102.72127406128715
2001,Jammu and Kashmir,tech,121.11237040382332,109.69978905582056
2001,Jharkhand,prim,130.785211923961,134.15164064135888
2001,Jharkhand,second,109.27403090609249,85.13620287674546
2001,Jharkhand,tech,91.06502009385936,86.48254047195242
2001,Karnataka,prim,130.9139800783956,89.31035011570349
2001,Karnataka,second,96.32498508833311,139.13541294859334
2001,Karnataka,tech,141.22384980570692,128.0726536509418
2001,Kerala,prim,121.91290201289101,147.96089020511042
2001,Kerala,second,146.11427076587518,146.56455558475776
2001,Kerala,tech,128.67599630876964,109.58468097154082
2001,Madhya Pradesh,prim,104.71061208511637,100.77055004942241
2001,Madhya Pradesh,second,85.442379712516,127.0909081906253
2001,Madhya Pradesh,tech,142.1806340854468,85.05951041310784
2001,Maharashtra,prim,95.05063223779408,85.0870566295741
2001,Maharashtra,second,106.09113891241647,143.84158575083256
2001,Maharashtra,tech,123.25576693948447,114.32589708003644
2001,Manipur,prim,136.9795016149351,111.28946273309448
2001,Manipur,second,105.01987248482031,110.13051526590937
2001,Manipur,tech,139.9730680193641,135.7650433683039
2001,Meghalaya,prim,149.99231104133247,143.08275092342586
2001,Meghalaya,second,92.63939442744883,135.70249773615637
2001,Meghalaya,tech,103.27375700846592,120.01030325071443
2001,Mizoram,prim,86.26479176944363,91.5112901464168
2001,Mizoram,second,110.25883524642292,92.0321062222064
