year,state,standard,boys,girls
2000,Andhra Pradesh,prim,7.604686630588246,8.714565129493023
2000,Andhra Pradesh,second,15.700704453162848,1.6964386097396642
2000,Andhra Pradesh,tech,21.64985993071547,6.684501806303378
2000,Arunachal Pradesh,prim,10.41109498621591,3.4661622498178692
2000,Arunachal Pradesh,second,19.02041993186795,8.271263241628406
2000,Arunachal Pradesh,tech,22.54967603958218,2.5454647994300883
2000,Assam,prim,13.693225263443658,9.837110918110733
2000,Assam,second,18.44705037712157,6.5429174721514745
2000,Assam,tech,24.495512264641413,8.040015536887655
2000,Bihar,prim,12.717175013497616,3.1441572684777626
2000,Bihar,second,20.526240211561422,4.131033773768092
2000,Bihar,tech,24.433523929015674,6.77322680160781
2000,Chhattisgarh,prim,7.597410595806528,5.419044988687103
2000,Chhattisgarh,second,15.449745436126726,5.325439868410454
2000,Chhattisgarh,tech,17.56460435624959,6.411449240592626
2000,Goa,prim,7.821968102306464,4.605141113178465
2000,Goa,second,14.94934704192421,1.9565761149868366
2000,Goa,tech,17.601069506690138,4.619145159450081
2000,Gujarat,prim,9.818951082017193,2.9961957694077057
2000,Gujarat,second,13.75905744022971,6.191477489772128
2000,Gujarat,tech,19.628447765365674,4.945942801797955
2000,Haryana,prim,11.653718651090518,8.34668626464484
2000,Haryana,second,15.554311657729489,2.929595790242185
2000,Haryana,tech,23.26456808621071,9.037331904672365
2000,Himachal Pradesh,prim,6.480425680839751,2.828760075228571
2000,Himachal Pradesh,second,17.190197311281533,8.341630998067325
2000,Himachal Pradesh,tech,23.291017129083553,4.110354292877717
2000,Jammu and Kashmir,prim,12.732140556272581,9.591184895258948
2000,Jammu and Kashmir,second,17.08292198866083,8.961635200140856
2000,Jammu and Kashmir,tech,17.52491342398514,9.713964195542726
2000,Jharkhand,prim,12.811384951848058,3.178440145852537
2000,Jharkhand,second,18.64833956910121,8.491378726067042
2000,Jharkhand,tech,23.72267134579883,7.799636009403659
2000,Karnataka,prim,11.903960146961332,8.215930155119514
2000,Karnataka,second,12.764987128386252,5.064432615131277
2000,Karnataka,tech,21.053087544817096,5.238175629197573
2000,Kerala,prim,9.803923560076331,8.446715954547583
2000,Kerala,second,11.638232804208062,9.963895957411783
2000,Kerala,tech,19.99421882533106,5.588745321147636
2000,Madhya Pradesh,prim,12.152741820971185,5.345868758127544
2000,Madhya Pradesh,second,12.541488573056096,5.192104573103622
2000,Madhya Pradesh,tech,23.83381336719337,9.30618445069765
2000,Maharashtra,prim,5.90929543431251,6.769911123115007
2000,Maharashtra,second,11.567082015615899,9.042489656190629
2000,Maharashtra,tech,16.311490982985156,5.974139244628973
2000,Manipur,prim,7.330103594379615,8.845203737356623
2000,Manipur,second,12.589303765934227,4.661679075413905
2000,Manipur,tech,19.789469778248524,3.4944935473506815
2000,Meghalaya,prim,11.124429302477989,2.742228160725834
2000,Meghalaya,second,19.907435248470854,8.906061446699288
2000,Meghalaya,tech,24.199280206509318,8.856785692414357
2000,Mizoram,prim,14.990294386584608,7.921940715069419
2000,Mizoram,second,11.701258591423283,4.544474119762373
2000,Mizoram,tech,18.65928803754163,2.1861962220261466
2000,Nagaland,prim,10.859940259762677,6.750168732629492
2000,Nagaland,second,12.56381580630422,4.480177162221937
2000,Nagaland,tech,15.993846508952654,6.712398485489125
2000,Odisha,prim,8.82435790476589,6.019184762343876
2000,Odisha,second,14.090098030619437,9.37655664754778
