year,state,standard,boys,girls
2000,Andhra Pradesh,prim,63.64705644209698,64.55197860122111
2000,Andhra Pradesh,second,66.7084459394561,63.06349799244992
2000,Andhra Pradesh,tech,52.200455452200686,42.34499712572461
2000,Arunachal Pradesh,prim,63.75530795899763,59.68934002584193
2000,Arunachal Pradesh,second,68.77905179590378,59.80216705013852
2000,Arunachal Pradesh,tech,54.303101501661175,44.67438605981944
2000,Assam,prim,65.52814500438362,55.877272553383136
2000,Assam,second,68.97178839042894,57.71533038371457
2000,Assam,tech,42.331888823887084,46.65438368234431
2000,Bihar,prim,70.08246379261757,64.1442692571898
2000,Bihar,second,62.58535859911146,61.52832463563976
2000,Bihar,tech,40.53501563796417,49.648515042942364
2000,Chhattisgarh,prim,62.4355746165437,54.18992168091326
2000,Chhattisgarh,second,66.35506725953745,54.770235778530605
2000,Chhattisgarh,tech,54.454657828940604,45.074758463104416
2000,Goa,prim,70.96134081780703,61.89878802039776
2000,Goa,second,63.0352706929941,64.63004665296609
2000,Goa,tech,43.736209085579766,44.11922375765812
2000,Gujarat,prim,65.71215194449842,63.09110955138463
2000,Gujarat,second,60.31650038907854,57.579266930723364
2000,Gujarat,tech,41.352828346050664,48.667325399041474
2000,Haryana,prim,71.2377091703203,54.63216896383575
2000,Haryana,second,61.41526160520287,52.470997253954664
2000,Haryana,tech,44.14327675216954,44.44218190312821
2000,Himachal Pradesh,prim,67.26279974533172,55.249214420210166
2000,Himachal Pradesh,second,69.5172418336796,50.309464851028274
2000,Himachal Pradesh,tech,43.71197811075531,47.17152031378479
2000,Jammu and Kashmir,prim,65.00815208198196,64.95470784952653
2000,Jammu and Kashmir,second,62.24953916923069,63.44732980853033
2000,Jammu and Kashmir,tech,41.488664106318694,41.24634120246359
2000,Jharkhand,prim,60.17221320933031,64.58248048639835
2000,Jharkhand,second,65.21145336906682,53.24566044108222
2000,Jharkhand,tech,42.016198709976926,40.91541371716101
2000,Karnataka,prim,69.62997757416464,63.4399591883519
2000,Karnataka,second,68.91416000414603,59.55704275785812
2000,Karnataka,tech,48.00771501245144,40.83440663114972
2000,Kerala,prim,72.21485116324618,59.63368800145802
2000,Kerala,second,62.95509004300611,53.44442312306313
2000,Kerala,tech,55.290508916558416,43.42190591122608
2000,Madhya Pradesh,prim,67.55027345364331,59.78276810898569
2000,Madhya Pradesh,second,65.4747504034699,57.083385922272114
2000,Madhya Pradesh,tech,52.52620572880402,43.79881301741431
2000,Maharashtra,prim,68.81238041804663,51.02746769504202
2000,Maharashtra,second,66.083275187584,58.26754755423309
2000,Maharashtra,tech,46.51653394209636,43.082736631251734
2000,Manipur,prim,69.54343604803867,51.26065220593334
2000,Manipur,second,68.90744190386434,59.95277792837368
2000,Manipur,tech,41.02538232529776,43.826616697092035
2000,Meghalaya,prim,73.90821982532574,54.68228577848253
2000,Meghalaya,second,64.48293611457234,64.64448725733588
2000,Meghalaya,tech,48.11672310221734,43.91386976061025
2000,Mizoram,prim,74.04962620715986,59.879019904487876
2000,Mizoram,second,62.57309113427915,56.51256836585707
2000,Mizoram,tech,59.34024953359601,40.261522972371935
2000,Nagaland,prim,63.276821849382365,62.29813915729805
2000,Nagaland,second,60.39448262187856,61.13097912621688
2000,Nagaland,tech,43.76362228307949,44.98975254609806
2000,Odisha,prim,65.30807373733363,63.42550803701131
2000,Odisha,second,69.52374577390357,54.481306848718496
2000,Odisha,tech,42.49726037255351,48.830821429061416
2000,Punjab,prim,70.17640251335413,57.07083376985498
2000,Punjab,second,66.27425898429782,52.542601679973856
2000,Punjab,tech,44.92909113258744,49.95821365946638
2000,Rajasthan,prim,63.37361170251876,56.50060063298124
2000,Rajasthan,second,65.61939780771587,55.85159651661863
2000,Rajasthan,tech,51.40617672224346,42.79085109502101
2000,Sikkim,prim,61.20730575408117,52.218367953688976
2000,Sikkim,second,61.85271854961171,61.294404692986916
2000,Sikkim,tech,50.51874772221209,48.5835057395429
2000,Tamil Nadu,prim,62.92487123258113,62.33237164681716
2000,Tamil Nadu,second,61.150689410704445,53.80675550687169
2000,Tamil Nadu,tech,54.46694870876305,41.08544558022186
2000,Telangana,prim,74.09660518843164,53.50132980899358
2000,Telangana,second,64.03624310143539,62.47280016414483
2000,Telangana,tech,40.29526472387365,48.35381604570601
2000,Tripura,prim,61.79300536206394,52.538105397484536
2000,Tripura,second,63.22130015938388,60.33238353526418
2000,Tripura,tech,53.3808583737646,45.770018966467354
2000,Uttarakhand,prim,60.37644606465839,50.10154122268703
